processors:2,works:25000,duration_sec:120.566,startCriterion:3897523497,bestCriterion:1938551589,law:1
processors:2,works:25000,duration_sec:175.473,startCriterion:3905679530,bestCriterion:1941647934,law:0
processors:2,works:25000,duration_sec:143.762,startCriterion:3911858700,bestCriterion:1942909173,law:2
processors:2,works:25000,duration_sec:126.754,startCriterion:3901158167,bestCriterion:1939024141,law:1
processors:2,works:25000,duration_sec:136.442,startCriterion:3921665953,bestCriterion:1947724614,law:0
processors:2,works:25000,duration_sec:137.971,startCriterion:3902654006,bestCriterion:1937778869,law:2
processors:2,works:25000,duration_sec:136.775,startCriterion:3895337666,bestCriterion:1934108060,law:1
processors:2,works:25000,duration_sec:133.546,startCriterion:3919035558,bestCriterion:1943168145,law:0
processors:2,works:25000,duration_sec:91.588,startCriterion:3911194235,bestCriterion:1945934117,law:2
processors:2,works:25000,duration_sec:116.35,startCriterion:3903252706,bestCriterion:1943344556,law:1
processors:2,works:25000,duration_sec:178.001,startCriterion:3902829542,bestCriterion:1936003726,law:0
processors:2,works:25000,duration_sec:142.783,startCriterion:3899448763,bestCriterion:1939591295,law:2
processors:2,works:25000,duration_sec:131.892,startCriterion:3919699813,bestCriterion:1944456331,law:1
processors:2,works:25000,duration_sec:136.976,startCriterion:3918916507,bestCriterion:1942631798,law:0
processors:2,works:25000,duration_sec:175.359,startCriterion:3915445709,bestCriterion:1939432477,law:2
processors:2,works:30000,duration_sec:157.381,startCriterion:5632746522,bestCriterion:2800345641,law:1
processors:2,works:30000,duration_sec:192.52,startCriterion:5649934875,bestCriterion:2801414900,law:0
processors:2,works:30000,duration_sec:174.122,startCriterion:5627438432,bestCriterion:2802461157,law:2
processors:2,works:30000,duration_sec:149.07,startCriterion:5605570416,bestCriterion:2794867364,law:1
processors:2,works:30000,duration_sec:195.149,startCriterion:5632335797,bestCriterion:2800124622,law:0
processors:2,works:30000,duration_sec:167.755,startCriterion:5617058398,bestCriterion:2800905278,law:2
processors:2,works:30000,duration_sec:288.23,startCriterion:5638048183,bestCriterion:2797486614,law:1
processors:2,works:30000,duration_sec:191.525,startCriterion:5627835286,bestCriterion:2803122558,law:0
processors:2,works:30000,duration_sec:170.564,startCriterion:5625214405,bestCriterion:2805012892,law:2
processors:2,works:30000,duration_sec:133.589,startCriterion:5617622510,bestCriterion:2796834632,law:1
processors:2,works:30000,duration_sec:195.766,startCriterion:5629498438,bestCriterion:2798139972,law:0
processors:2,works:30000,duration_sec:175.679,startCriterion:5631499361,bestCriterion:2793679395,law:2
processors:2,works:30000,duration_sec:158.702,startCriterion:5635482956,bestCriterion:2803100018,law:1
processors:2,works:30000,duration_sec:212.557,startCriterion:5633262334,bestCriterion:2796724857,law:0
processors:2,works:30000,duration_sec:144.384,startCriterion:5643263602,bestCriterion:2816432339,law:2
processors:4,works:25000,duration_sec:84.3203,startCriterion:3887600620,bestCriterion:966844822,law:1
processors:4,works:25000,duration_sec:63.1738,startCriterion:3900975516,bestCriterion:973479006,law:0
processors:4,works:25000,duration_sec:77.3857,startCriterion:3926354432,bestCriterion:973379224,law:2
processors:4,works:25000,duration_sec:88.8077,startCriterion:3910010475,bestCriterion:971641131,law:1
processors:4,works:25000,duration_sec:74.0083,startCriterion:3927279419,bestCriterion:976186610,law:0
processors:4,works:25000,duration_sec:54.8017,startCriterion:3913605544,bestCriterion:970466429,law:2
processors:4,works:25000,duration_sec:79.1736,startCriterion:3896450416,bestCriterion:969522236,law:1
processors:4,works:25000,duration_sec:82.5818,startCriterion:3902126596,bestCriterion:971639560,law:0
processors:4,works:25000,duration_sec:56.7771,startCriterion:3895828234,bestCriterion:967108923,law:2
processors:4,works:25000,duration_sec:69.0592,startCriterion:3913828305,bestCriterion:970921038,law:1
processors:4,works:25000,duration_sec:77.852,startCriterion:3893733627,bestCriterion:968966536,law:0
processors:4,works:25000,duration_sec:59.1125,startCriterion:3902543923,bestCriterion:974358873,law:2
processors:4,works:25000,duration_sec:92.9326,startCriterion:3902051573,bestCriterion:967583821,law:1
processors:4,works:25000,duration_sec:67.631,startCriterion:3904946225,bestCriterion:973244676,law:0
processors:4,works:25000,duration_sec:71.8571,startCriterion:3918306512,bestCriterion:977576761,law:2
processors:4,works:30000,duration_sec:86.5385,startCriterion:5626734027,bestCriterion:1399873861,law:1
processors:4,works:30000,duration_sec:99.4003,startCriterion:5608279995,bestCriterion:1401473149,law:0
processors:4,works:30000,duration_sec:80.0282,startCriterion:5619313773,bestCriterion:1401719705,law:2
processors:4,works:30000,duration_sec:159.294,startCriterion:5634259760,bestCriterion:1402413012,law:1
processors:4,works:30000,duration_sec:122.261,startCriterion:5622697408,bestCriterion:1398457957,law:0
processors:4,works:30000,duration_sec:278.407,startCriterion:5614619375,bestCriterion:1394649240,law:2
processors:4,works:30000,duration_sec:129.203,startCriterion:5612260321,bestCriterion:1396572734,law:1
processors:4,works:30000,duration_sec:89.9462,startCriterion:5629993623,bestCriterion:1401103442,law:0
processors:4,works:30000,duration_sec:117.908,startCriterion:5636516463,bestCriterion:1401927483,law:2
processors:4,works:30000,duration_sec:154.677,startCriterion:5611265573,bestCriterion:1392622170,law:1
processors:4,works:30000,duration_sec:101.203,startCriterion:5610946665,bestCriterion:1396868692,law:0
processors:4,works:30000,duration_sec:103.609,startCriterion:5630860785,bestCriterion:1403081754,law:2
processors:4,works:30000,duration_sec:89.7142,startCriterion:5637630936,bestCriterion:1399897697,law:1
processors:4,works:30000,duration_sec:147.188,startCriterion:5621575241,bestCriterion:1397209152,law:0
processors:4,works:30000,duration_sec:123.748,startCriterion:5631861125,bestCriterion:1399129703,law:2
processors:6,works:25000,duration_sec:53.3007,startCriterion:3918626563,bestCriterion:650047094,law:1
processors:6,works:25000,duration_sec:57.1799,startCriterion:3916791558,bestCriterion:647243526,law:0
processors:6,works:25000,duration_sec:57.4983,startCriterion:3899209748,bestCriterion:646975848,law:2
processors:6,works:25000,duration_sec:64.1619,startCriterion:3902775190,bestCriterion:647119104,law:1
processors:6,works:25000,duration_sec:44.495,startCriterion:3901352042,bestCriterion:646364895,law:0
processors:6,works:25000,duration_sec:70.6719,startCriterion:3901116705,bestCriterion:646680936,law:2
processors:6,works:25000,duration_sec:66.0008,startCriterion:3911355812,bestCriterion:650043040,law:1
processors:6,works:25000,duration_sec:46.5365,startCriterion:3921488919,bestCriterion:649592495,law:0
processors:6,works:25000,duration_sec:48.5094,startCriterion:3908996884,bestCriterion:647726862,law:2
processors:6,works:25000,duration_sec:51.3679,startCriterion:3905871028,bestCriterion:647616942,law:1
processors:6,works:25000,duration_sec:50.2455,startCriterion:3899818224,bestCriterion:646812856,law:0
processors:6,works:25000,duration_sec:61.5148,startCriterion:3900185582,bestCriterion:643798896,law:2
processors:6,works:25000,duration_sec:81.2536,startCriterion:3908530481,bestCriterion:646807131,law:1
processors:6,works:25000,duration_sec:47.3175,startCriterion:3899947957,bestCriterion:647041548,law:0
processors:6,works:25000,duration_sec:42.5695,startCriterion:3887882077,bestCriterion:646587955,law:2
processors:6,works:30000,duration_sec:96.4599,startCriterion:5631558738,bestCriterion:934575688,law:1
processors:6,works:30000,duration_sec:118.823,startCriterion:5622312999,bestCriterion:931903268,law:0
processors:6,works:30000,duration_sec:99.6432,startCriterion:5617187532,bestCriterion:929081166,law:2
processors:6,works:30000,duration_sec:82.3559,startCriterion:5607196247,bestCriterion:931268260,law:1
processors:6,works:30000,duration_sec:100.034,startCriterion:5625044105,bestCriterion:933079944,law:0
processors:6,works:30000,duration_sec:98.6832,startCriterion:5629482164,bestCriterion:933225861,law:2
processors:6,works:30000,duration_sec:112.625,startCriterion:5614851451,bestCriterion:930648659,law:1
processors:6,works:30000,duration_sec:83.0957,startCriterion:5605268717,bestCriterion:931126949,law:0
processors:6,works:30000,duration_sec:84.8401,startCriterion:5606957010,bestCriterion:930230869,law:2
processors:6,works:30000,duration_sec:126.802,startCriterion:5634019627,bestCriterion:932797524,law:1
processors:6,works:30000,duration_sec:73.3517,startCriterion:5621401638,bestCriterion:931120817,law:0
processors:6,works:30000,duration_sec:73.2933,startCriterion:5594740142,bestCriterion:928800809,law:2
processors:6,works:30000,duration_sec:74.8374,startCriterion:5612864378,bestCriterion:937135677,law:1
processors:6,works:30000,duration_sec:63.9661,startCriterion:5661623567,bestCriterion:939229813,law:0
processors:6,works:30000,duration_sec:59.6886,startCriterion:5601866663,bestCriterion:934740612,law:2
